"filename", "language", "SCSS", "JSON", "TypeScript", "JavaScript", "XML", "Gradle", "HTML", "CSS", "Database", "comment", "blank", "total"
"c:\Users\Home\Desktop\Progra\zenith.ai\app\Zenith\www\chunk-2DAH6PKH.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2
"c:\Users\Home\Desktop\Progra\zenith.ai\app\Zenith\www\chunk-2EBQF2YR.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2
"c:\Users\Home\Desktop\Progra\zenith.ai\app\Zenith\www\chunk-2OUJHQAH.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2
"c:\Users\Home\Desktop\Progra\zenith.ai\app\Zenith\www\chunk-2UGIDLMV.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2
"c:\Users\Home\Desktop\Progra\zenith.ai\app\Zenith\www\chunk-2WNWRKHP.js", "JavaScript", 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 1, 4
"c:\Users\Home\Desktop\Progra\zenith.ai\app\Zenith\www\chunk-3BTDA4OT.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2
"c:\Users\Home\Desktop\Progra\zenith.ai\app\Zenith\www\chunk-3K5YWUPM.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2
"c:\Users\Home\Desktop\Progra\zenith.ai\app\Zenith\www\chunk-3KHNT5LB.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2
"c:\Users\Home\Desktop\Progra\zenith.ai\app\Zenith\www\chunk-3P26OMZQ.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2
"c:\Users\Home\Desktop\Progra\zenith.ai\app\Zenith\www\chunk-3TZHS7H3.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2
"c:\Users\Home\Desktop\Progra\zenith.ai\app\Zenith\www\chunk-3VQB6JPB.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2
